Type,Title,Authors,Journal,Publisher,DOI,Handle,"Publication Date",Citation,Abstract,"Link to License",Status,"Link to PDF","Link to Extracted Text","Metadata Last Modified"
Preprint,"Toward Fairness in Text Generation via Mutual Information Minimization based on Importance Sampling","Wang, Rui||Cheng, Pengyu||Henao, Ricardo",,arXiv,,http://hdl.handle.net/10754/689873,2023-02-25,,"Pretrained language models (PLMs), such as GPT2, have achieved remarkable empirical performance in text generation tasks. However, pretrained on large-scale natural language corpora, the generated text from PLMs may exhibit social bias against disadvantaged demographic groups. To improve the fairness of PLMs in text generation, we propose to minimize the mutual information between the semantics in the generated text sentences and their demographic polarity, i.e., the demographic group to which the sentence is referring. In this way, the mentioning of a demographic group (e.g., male or female) is encouraged to be independent from how it is described in the generated text, thus effectively alleviating the social bias. Moreover, we propose to efficiently estimate the upper bound of the above mutual information via importance sampling, leveraging a natural language corpus. We also propose a distillation mechanism that preserves the language modeling ability of the PLMs after debiasing. Empirical results on real-world benchmarks demonstrate that the proposed method yields superior performance in term of both fairness and language modeling ability.",,"Under Review",https://repository.kaust.edu.sa/bitstream/10754/689873/1/2302.13136%20%281%29.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/689873/2302.13136%20%281%29.pdf.txt,2023-03-01T14:00:10
Preprint,"Engineered ketocarotenoid biosynthesis in the polyextremophilic red microalga Cyanidioschyzon merolae 10D","Seger, Mark||Mammadova, Fakhriyya||Villegas, Melany V.||de Freitas, Barbara Caterina Bastos||Cheng, Clarissa||Isachsen, Iona||Hemstreet, Haley||Abualsaud, Fatimah||Boring, Malia||Lammers, Peter J.||Lauersen, Kyle J.",,"Cold Spring Harbor Laboratory",10.1101/2023.02.27.530181,http://hdl.handle.net/10754/689872,2023-02-28,"Seger, M., Mammadova, F., Villegas-Valencia, M., Bastos de Freitas, B., Cheng, C., Isachsen, I., Hemstreet, H., Abualsaud, F., Boring, M., Lammers, P. J., & Lauersen, K. J. (2023). Engineered ketocarotenoid biosynthesis in the polyextremophilic red microalga Cyanidioschyzon merolae 10D. https://doi.org/10.1101/2023.02.27.530181","The polyextremophilic Cyanidiales are eukaryotic red microalgae with promising biotechnological properties arising from their low pH and elevated temperature requirements which can minimize culture contamination at scale. Cyanidioschyzon merolae 10D is a cell wall deficient species with a fully sequenced genome that is amenable to nuclear transgene integration by targeted homologous recombination. C. merolae maintains a minimal carotenoid profile and here, we sought to determine its capacity for ketocarotenoid accumulation mediated by heterologous expression of a green algal beta-carotene ketolase (BKT) and hydroxylase (CHYB). To achieve this, a synthetic transgene expression cassette system was built to integrate and express Chlamydomonas reinhardtii (Cr) sourced enzymes by fusing native C. merolae transcription, translation and chloroplast targeting signals to codon-optimized coding sequences. Chloramphenicol resistance was used to select for the integration of synthetic linear DNAs into a neutral site within the host genome. CrBKT expression caused accumulation of canthaxanthin and adonirubin as major carotenoids while co-expression of CrBKT with CrCHYB generated astaxanthin as the major carotenoid in C. merolae. Unlike green algae and plants, ketocarotenoid accumulation in C. merolae did not reduce total carotenoid contents, but chlorophyll a reduction was observed. Light intensity affected global ratios of all pigments but not individual pigment compositions and phycocyanin contents were not markedly different between parental strain and transformants. Continuous illumination was found to encourage biomass accumulation and all strains could be cultivated in simulated summer conditions from two different extreme desert environments. Our findings present the first example of carotenoid metabolic engineering in a red eukaryotic microalga and open the possibility for use of C. merolae 10D for simultaneous production of phycocyanin and ketocarotenoid pigments.",https://creativecommons.org/licenses/by/4.0/,"Under Review",https://repository.kaust.edu.sa/bitstream/10754/689872/1/2023.02.27.530181v2.full.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/689872/2023.02.27.530181v2.full.pdf.txt,2023-03-01T14:00:10
"Book Chapter","A Textural Perspective on the Magmatic System and Eruptive Behaviour of Merapi Volcano","Preece, Katie||Van der Zwan, Froukje M.||Hammer, Julia||Gertisser, Ralf",,"Springer International Publishing",10.1007/978-3-031-15040-1_9,http://hdl.handle.net/10754/689861,2023-02-02,"Preece, K., van der Zwan, F., Hammer, J., & Gertisser, R. (2023). A Textural Perspective on the Magmatic System and Eruptive Behaviour of Merapi Volcano. Active Volcanoes of the World, 265–289. https://doi.org/10.1007/978-3-031-15040-1_9","Quantitative textural analysis of crystals, including their number density, shapes, sizes, overall abundance and size distribution can be used to shed light on magmatic processes and the timescales over which they operate. At Merapi, textural analysis of phenocrysts in dome lavas, lava flows, tephra, and in plutonic cumulates has revealed that open system steady state conditions prevail throughout the crustal magma plumbing system over short time periods, with non-steady state conditions prevailing over the longer term. Phenocryst crystallisation likely takes place over tens to hundreds of years prior to eruption. Quantitative textural analysis of feldspar microlites, in conjunction with compositional data, elucidate magma ascent and degassing processes within the conduit during dome forming eruptions, and additionally reveal the driving forces behind transitions between effusive and explosive eruptive behaviour. For example, microlite textures from different stages of the 2010 eruption show that transitions between explosive and effusive activity in 2010 were driven primarily by the dynamics of magma ascent in the shallow conduit.",,Published,https://repository.kaust.edu.sa/bitstream/10754/689861/1/Preece%20et%20al_Manuscript%20Chapter%209%20final.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/689861/Preece%20et%20al_Manuscript%20Chapter%209%20final.pdf.txt,2023-03-01T12:00:10
"Book Chapter","Green pathways for palladium nanoparticle synthesis: Application and future perspectives","Ghosh, Arnab||Hegde, Rajeev V.||Gholap, Sandeep||Patil, Siddappa A.||Dateer, Ramesh B.",,Wiley,10.1002/9781119809036.ch11,http://hdl.handle.net/10754/689860,2021-06-14,"Ghosh, A., Hegde, R. V., Gholap, S. S., Patil, S. A., & Dateer, R. B. (2021). Green Pathways for Palladium Nanoparticle Synthesis: Application and Future Perspectives. Functionalized Nanomaterials for Catalytic Application, 303–328. Portico. https://doi.org/10.1002/9781119809036.ch11","A simple green chemical method for the one step synthesis of palladium nanoparticles (PdNPs) and its application in organic synthesis has been described. Among the metallic NPs, Pd has a variety of applications in the field of homogeneous and heterogeneous catalysis, and therefore, greener pathways for its synthesis are focused. In particular, described herein is the recent development in synthesis of PdNPs through a greener setup in which phytochemicals present in plant extract will acts as a heterogeneous support and thus the need of external ligand is avoided. The detailed analysis of utilization of various plant extract for PdNPs synthesis and its characterization and application is specifically elaborated. The PdNPs have been synthesized from extracts of various portions of the plants in which presence of terpenes, citric acid, flavonoids, phenols, ascorbic acid, alkaloids, and reductase acts as potential reducing agents and stabilizers in nanoparticles synthesis. More importantly, higher surface area and optimum porosity are important factors in PdNPs to exhibit good catalytic activity. Notably, in a regular approach, reduction of Pd(II) to Pd(0) requires the expensive ligands, while in case of PdNPs' catalyzed transformation, it is achieved by phytochemicals present in the plant extract. In the later stage of the chapter, utilization of synthesized PdNPs for various organic transformations (e.g., Suzuki, Kumada, Sonogashira Heck, Suzuki-Miyaura, Negishi, Stille, or Kumada) is mainly described. Impertinently, the strategy of catalyst recyclability by various techniques is emphasized.",,Published,,,2023-03-01T12:00:10
"Book Chapter","Breeding intermediate wheatgrass for grain production","Bajgain, Prabin||Crain, Jared L.||Cattani, Douglas J.||Larson, Steven R.||Altendorf, Kayla R.||Anderson, James A.||Crews, Timothy E.||Hu, Ying||Poland, Jesse||Turner, M. Kathryn||Westerbergh, Anna||DeHaan, Lee R.",,Wiley,10.1002/9781119874157.ch3,http://hdl.handle.net/10754/689858,2022-11-18,"Bajgain, P., Crain, J. L., Cattani, D. J., Larson, S. R., Altendorf, K. R., Anderson, J. A., Crews, T. E., Hu, Y., Poland, J. A., Turner, M. K., Westerbergh, A., & DeHaan, L. R. (2022). Breeding Intermediate Wheatgrass for Grain Production. Plant Breeding Reviews, 119–217. Portico. https://doi.org/10.1002/9781119874157.ch3","Intermediate wheatgrass [IWG; Thinopyrum intermedium (Host) Barkworth & D. R. Dewey] is a perennial grass with the unique distinction of having been, for more than 30 years, the target of active breeding for use as a grain crop for human consumption. Improving the grain production characteristics of a perennial forage grass to economically viable levels is a long-term endeavor that was undertaken because of the potential for profound benefits to farmers, human society, and the environment. Even before research as a perennial grain, IWG has had a history of improvement as a forage species, and as one of wheat's closest perennial relatives it has also been used to transfer desirable traits into annual wheat. Since initial work in the 1980s, long-term breeding programs have been initiated in Kansas, Minnesota, and Utah (United States), Manitoba (Canada), and Uppsala (Sweden). Coupling advances in molecular technologies, many of these programs have harnessed the power of genomic selection and other cutting-edge tools to rapidly improve IWG. This has resulted in estimated gains of up to 8% per year for spike yield, and across eight breeding cycles grain yield has increased 9% per cycle, yet another 23 breeding cycles may be required before IWG yields are comparable to annual wheat. In addition to improving key domestication and agronomic traits, molecular research has provided a wealth of information about the genomic regions controlling trait expression through linkage mapping and genome-wide association studies. These results suggest that leveraging new molecular and breeding tools could potentially lead to de novo domestication of new crops in approximately 40 years or less.",,Published,,,2023-03-01T11:50:09
"Book Chapter","The Diversity of the Giant Clams and Their Associated Symbiodiniaceae Algae in the Red Sea","Pappas, Melissa",,"Springer International Publishing",10.1007/978-3-030-51506-5_16,http://hdl.handle.net/10754/689857,2021-03-31,"Pappas, M. (2021). The Diversity of the Giant Clams and Their Associated Symbiodiniaceae Algae in the Red Sea. The Arabian Seas: Biodiversity, Environmental Challenges and Conservation Measures, 411–425. https://doi.org/10.1007/978-3-030-51506-5_16","The Red Sea is host to one of the world's largest reef systems where invertebrates make up the majority of the diversity. Of those marine invertebrates, those that host microscopic algae or zooxanthellae are of the utmost importance in climate change research. Giant clams are photosymbiotic organisms and are protected under Appendix II of CITES. However, overfishing, habitat destruction, and climate change threaten their populations. The Red Sea is home to 3 of the 12 species of giant clams, Tridacna maxima, Tridacna squamosa, and Tridacna squamosina. Tridacna squamosina has the smallest geographical range, limited to the northern Red Sea, and is only present in low abundance. Overfishing in the past and present has been the main contributor to the loss of species in the Red Sea and globally. Climate change also threatens this symbiotic relationship between the giant clam and zooxanthellae in the family Symbiodiniaceae. Giant clams in the Red Sea have only been found to harbor Symbiodinium type A1 as their dominant type. However, as genetic techniques improve, the classification system of Symbiodiniaceae will improve and allow for better detection of diverse species within a host, which will allow for better understanding of the future of these organisms.",,Published,,,2023-03-01T11:40:08
"Conference Paper","Deep Learning Models for the Prediction of Mineral Dissolution and Precipitation During Geological Carbon Sequestration","Tariq, Zeeshan||Yildirim, Ertugrul Umut||Yan, Bicheng||Sun, Shuyu",,SPE,10.2118/212597-MS,http://hdl.handle.net/10754/689856,2023-01-24,"Tariq, Z., Yildirim, E. U., Yan, B., & Sun, S. (2023). Deep Learning Models for the Prediction of Mineral Dissolution and Precipitation During Geological Carbon Sequestration. Day 2 Wed, January 25, 2023. https://doi.org/10.2118/212597-ms","In Geological Carbon Sequestration (GCS), mineralization is a secure carbon dioxide (CO2) trapping mechanism to prevent possible leakage at later stage of the GCS project. Modeling of the mineralization during GCS relies on numerical reservoir simulation, but the computational cost is prohibitively high due to the complex physical processes. Therefore, deep learning (DL) models can be used as a computationally cheaper and at the same time, reliable alternative to the conventional numerical simulators. In this work, we have developed a DL approach to effectively predict the dissolution and precipitation of various important minerals, including Anorthite, Kaolinite, and Calcite during CO2 injection into deep saline aquifers. We established a reservoir model to simulate the process of geological CO2 storage. About 750 simulations were performed in order to generate a comprehensive dataset for training DL models. Fourier Neural Operator (FNO) models were trained on the simulated dataset, which take the reservoir and well properties along with time information as input and predict the precipitation and dissolution of minerals in space and time scales. During the training process, root-mean-squared-error (RMSE) was chosen as the loss function to avoid overfitting. To gauge prediction performance, we applied the trained model to predict the concentrations of different mineral on the test dataset, which is 10% of the entire dataset, and two metrics, including the average absolute percentage error (AAPE) and the coefficient of determination (R2) were adopted. The R2 value was found to be around 0.95 for calcite model, 0.94 for Kaolinite model, and 0.93 for Anorthite model. The R2 was calculated for all trainable points from the predictions and ground truth. On the other hand, the average AAPE for all the mappings was calculated around 1%, which demonstrates that the trained model can effectively predict the temporal and spatial evolution of the mineral concentrations. The prediction CPU time (0.2 seconds/case) by the model is much lower than that of the physics-based reservoir simulator (3600 seconds/case). Therefore, the proposed method offers predictions as accurate as our physics-based reservoir simulations, while provides a huge saving of computation time. To the authors' best knowledge, prediction of the precipitation and dissolution of minerals in a supervised learning approach using the simulation data has not been studied before in the literature. The DL models developed in this study can serve as a computationally faster alternative to conventional numerical simulators to assess mineralization trapping in GCS projects especially for the mineral trapping mechanism.",,Published,,,2023-03-01T11:40:08
"Conference Paper","Physics Informed Surrogate Model Development in Predicting Dynamic Temporal and Spatial Variations During CO2 Injection into Deep Saline Aquifers","Tariq, Zeeshan||Yan, Bicheng||Sun, Shuyu",,SPE,10.2118/212693-MS,http://hdl.handle.net/10754/689855,2023-01-24,"Tariq, Z., Yan, B., & Sun, S. (2023). Physics Informed Surrogate Model Development in Predicting Dynamic Temporal and Spatial Variations During CO2 Injection into Deep Saline Aquifers. Day 2 Wed, January 25, 2023. https://doi.org/10.2118/212693-ms","Geological Carbon Sequestration (GCS) in deep geological formations, like saline aquifers and depleted oil and gas reservoirs, brings enormous potential for large-scale storage of carbon dioxide (CO2). The successful implementation of GCS requires a comprehensive risk assessment of the confinement of plumes at each potential storage site. The accurate prediction of the flow, geochemical, and geomechanical responses of the formation is essential for the management of GCS in long-term operations because excessive pressure buildup due to injection can potentially induce fracturing of the cap-rock, or activate pre-existing faults, through which fluid can leak. In this study, we build a Deep Learning (DL) workflow to effectively infer the storage potential of CO2 in deep saline aquifers. Specifically, a reservoir model is built to simulate the process of CO2 injection into deep saline aquifers, which considers the coupled phenomenon of flow and hydromechanics. Further, the reservoir model was sampled to account for a wide range of petro-physical, geological, and operational parameters. These samples generated a massive physics-informed simulation database (about 1500 simulated data points) that provides training data for the DL workflow. The ranges of varied parameters were obtained from an extensive literature survey. The DL workflow consists of Fourier Neural Operator (FNO) to take the input of the parameterized variables used in the simulation database and jointly predict the temporal-spatial responses of pressure and CO2 saturation plumes at different periods. Average Absolute Percentage Error (AAPE) and coefficient of determination (R2), Structural similarity index (SSIM), and Peak Signal to Noise Ratio (PSNR) are used as error metrics to evaluate the performance of the DL workflow. Through our blind testing experiments, the DL workflow offers predictions as accurate as our physics-based reservoir simulations, yet 300 times more efficient than the latter. The developed workflow shows superior performance with an AAPE of less than 5% and R2 score of more than 0.99 between actual and predicted values. The workflow can predict other required outputs that numerical simulators can typically calculate, such as solubility trapping, mineral trapping, and injected fluid densities in supercritical and aqueous phases. The proposed DL workflow is not only physics informed but also driven by inputs and outputs (data-driven) and thus offers a robust prediction of the carbon storage potential in deep saline aquifers with considering the coupled physics and potential fluid leakage risk.",,Published,,,2023-03-01T11:30:12
"Conference Paper","The response of a conical flame to a dual-frequency excitation","ZHENG, Jianyi||Li, Lei||Wang, Guoqing||XU, Liangliang||Wang, Sirui||Xia, Xi||QI, Fei",,"Institute of Noise Control Engineering (INCE)",10.3397/IN_2022_0607,http://hdl.handle.net/10754/689853,2023-02-01,"Zheng, jianyi, Li, L., Wang, G., Xu, L., Wang, S., Xia, X., & Qi, F. (2023). The response of a conical flame to a dual-frequency excitation. INTER-NOISE and NOISE-CON Congress and Conference Proceedings, 265(3), 4249–4260. https://doi.org/10.3397/in_2022_0607","This work investigates the response of a conical premixed flame to a dual-frequency excitation, based on the integrated CH* signal collected from a photomultiplier tube (PMT), the upstream velocity disturbance measured by a hotwire, and the chemiluminescence signal captured by high-speed imaging. The results show that, in addition to the excitation frequencies, a notable flame response can also be observed at the interaction frequency, where the corresponding velocity fluctuation is relatively small. This result means that, at the interaction frequency, the velocity fluctuation contributes little to the flame response. Such interacted response generally occurs at intermediate excitation frequencies but disappears as either excitation frequency is below the cut-off frequency. And it increases linearly with the excitation amplitude, with nearly zero dependence on the phase difference. Furthermore, the flame front is extracted based on the chemiluminescence images to analyze the flame area fluctuation. The resultant phase response implies that the fluctuation of the difference frequency propagates downstream convectively, similar to that of the excitation frequencies. Interestingly, the flame area fluctuation at the difference frequency shows significant response and a low-pass characteristic, whereas the CH* fluctuation approaches zero at those low frequencies.",,Published,,,2023-03-01T11:20:11
"Conference Paper","Advisory System for Drilling Optimization Using Artificial Intelligence and In-Cutter Sensing Data","Koulidis, Alexis||Ahmed, Shehab",,SPE,10.2118/214468-MS,http://hdl.handle.net/10754/689852,2023-01-19,"Koulidis, A., & Ahmed, S. (2023). Advisory System for Drilling Optimization Using Artificial Intelligence and In-Cutter Sensing Data. Day 2 Wed, January 18, 2023. https://doi.org/10.2118/214468-ms","The drilling optimization concept corresponds to enhancing the drilling efficiency by identifying the optimum drilling parameters with respect to bit wear. On many occasions, human interference can reduce the scale of a problem and enhance efficiency, but it has limitations, especially when working with big data and complex machines. This work utilizes in-cutter force sensing data and a scaled-drilling rig to apply an AI-based solution and facilitate drilling optimization. There are several experimental challenges to building an advisory system: tuning the PID controller, continuous communication and feedback between hardware and software, data synchronization, and system efficiency. The core capability that enables drilling optimization is in-cutter sensing, which allows evaluating the forces acting on a PDC cutter. Initially, an extensive experimental study is conducted to record and process the drilling data with sharp cutters. Weight on bit, torque, rotational speed and rate of penetration are measured and sampled at the same frequency as the in-cutter force sensing. Rock samples with different mechanical properties are utilized and tested in atmospheric conditions. The AI-based solution utilizes the data from the PDC cutter and the scaled-drilling rig structure to identify the optimum range of the drilling parameters depending on the mechanical properties of the rock samples. Artificial Neural Network (ANN) is utilized to predict the rate of penetration for samples with different uniaxial compressive strength. The supervised machine-learning models are trained on input variables such as weight on bit, torque, rotational speed, uniaxial compressive strength, vibrations, and more importantly the measured force at the PDC cutter. A physics constraint is applied for torque, weight on bit and vibrations to guarantee that the output of the ML model is within the operating ranges. For each sample, approximately 100 data points are extracted per variable, with 70% for training, 15% for validation and 15% for testing. Cross-validation is used to enhance the robustness of the ML model. The results show that prediction performance is enhanced when the in-cutter sensing measurement is implemented as an input variable. The reliability of the ML models is tested on samples with different mechanical properties, with the results indicating an accurate prediction of the rate of penetration. The paper demonstrates an innovative workflow that combines AI and in-cutter sensing data to enhance the drilling efficiency with respect to system's mechanical limitations. The model provides a reliable and rapid decision to identify the optimum drilling parameters with respect to physics constraints.",,Published,https://repository.kaust.edu.sa/bitstream/10754/689852/1/SPE-214468-revision.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/689852/SPE-214468-revision.pdf.txt,2023-03-01T11:10:10
"Conference Paper","Convergence Rates of Average-Reward Multi-agent Reinforcement Learning via Randomized Linear Programming","Koppel, Alec||Singh Bedi, Amrit||Ganguly, Bhargav||Aggarwal, Vaneet",,IEEE,10.1109/CDC51059.2022.9992556,http://hdl.handle.net/10754/689851,2023-01-10,"Koppel, A., Singh Bedi, A., Ganguly, B., & Aggarwal, V. (2022). Convergence Rates of Average-Reward Multi-agent Reinforcement Learning via Randomized Linear Programming. 2022 IEEE 61st Conference on Decision and Control (CDC). https://doi.org/10.1109/cdc51059.2022.9992556","In tabular multi-agent reinforcement learning with average-cost criterion, a team of agents sequentially interacts with the environment and observes local incentives. We focus on the case that the global reward is a sum of local rewards, the joint policy factorizes into agents' marginals, and full state observability. To date, few global optimality guarantees exist even for this simple setting, as most results yield convergence to stationarity for parameterized policies in large/possibly continuous spaces. To solidify the foundations of MARL, we build upon linear programming (LP) reformulations, for which stochastic primal-dual methods yield a model-free approach to achieve optimal sample complexity in the centralized case. We develop multi-agent extensions, whereby agents solve their local saddle point problems and then perform local weighted averaging. We establish that the sample complexity to obtain near-globally optimal solutions matches tight dependencies on the cardinality of the state and action spaces, and exhibits classical scalings with respect to the network in accordance with multi-agent optimization. Experiments corroborate these results in practice.",,Published,https://repository.kaust.edu.sa/bitstream/10754/689851/3/CDC_2022_paper.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/689851/CDC_2022_paper.pdf.txt,2023-03-01T11:10:10
"Conference Paper","Memristors Threshold Based Physical Unclonable Function","Al-Tamimi, Aref||Ali, Shawkat||Cao, Yuan||Bermak, Amine",,IEEE,10.1109/ICM56065.2022.10005496,http://hdl.handle.net/10754/689850,2023-01-09,"Al-Tamimi, A., Ali, S., Cao, Y., & Bermak, A. (2022). Memristors Threshold Based Physical Unclonable Function. 2022 International Conference on Microelectronics (ICM). https://doi.org/10.1109/icm56065.2022.10005496","This paper presents a novel physical unclonable function (PUF) design that extracts entropy of random threshold voltage variations of a memristor-based cell. Each cell consists of two equivalent memristors in series. Applying an increasing voltage within the threshold range across the cell causes the memristor with a lower threshold to change state before the other. This uncertainty is then digitized to produce a random output. The design has no area/power hungry CMOS comparator overhead. Instead, only an output memristor holds the PUF response bit. The PUF signature is extracted during the set process. The proposed PUF cell which consists of two filament memristor sub-models connected in series is modeled, designed, implemented, and simulated using SystemC-AMS. Simulation results show that the effect of the sneak path does not alter the PUF response.",,Published,,,2023-03-01T11:00:11
"Conference Paper","Symbol Error Rate Analysis of Satellite Communication Systems with SAG-FSO/SH-FSO/RF Transmission","Samy, Ramy||Yang, Hong Chuan||Rakia, Tamer||Alouini, Mohamed-Slim",,IEEE,10.1109/GLOBECOM48099.2022.10000929,http://hdl.handle.net/10754/689847,2023-01-11,"Samy, R., Yang, H.-C., Rakia, T., & Alouini, M.-S. (2022). Symbol Error Rate Analysis of Satellite Communication Systems with SAG-FSO/SH-FSO/RF Transmission. GLOBECOM 2022 - 2022 IEEE Global Communications Conference. https://doi.org/10.1109/globecom48099.2022.10000929","The satellite communication (Satcom) community is exploring the license-free optical spectrum to support the growing traffic demand in a cost-effective manner. However, free-space optical (FSO) communications are vulnerable to atmospheric turbulence, pointing errors, and weather effects. Space-air-ground (SAG) FSO transmission and hybrid single-hop (SH) FSO/radio frequency (RF) transmission are promising solutions to improve the performance of FSO links and can be integrated into a Satcom system. In this work, we carry out a thorough error rate analysis of the resulting integrated SAG-FSO/SH-FSO/RF Satcom system, where Gamma-Gamma and Rician distributions are used to characterize FSO and RF links, respectively. The exact analytical expressions are derived and validated by Monte-Carlo simulations. The numerical results highlight the significant potential of the integrated SAG-FSO/SH-FSO/RF Satcom system over existing solutions.",,Published,,,2023-03-01T10:30:11
Protocol,"One-step protocol for extrachromosomal array integration by MosTI in C. elegans","Froekjaer Jensen, Christian||Sonia, El Mouridi",,,10.25781/KAUST-7B0Y2,http://hdl.handle.net/10754/689846,2023-02-28,"Froekjaer Jensen, C., &amp; Sonia, E. M. (2023). One-step protocol for extrachromosomal array integration by MosTI in C. elegans. KAUST Research Repository. https://doi.org/10.25781/KAUST-7B0Y2","Transgenic Caenorhabditis elegans harboring large extrachromosomal arrays (several megabases) are relatively easy to generate, but suffer from variable and mosaic expression. Here, we describe a detailed protocol for stable transgene expression by chromosomal integration of arrays at safe-harbor landing sites or at the endogenous unc-119 locus. Our strategy is based on a single DNA-based injection resulting in efficient array integration (20 to 40% of injected animals) in 10 days. Despite the genomic co-integration of Cas9 and sgRNA, the arrays remain stable across generations.",,Published,https://repository.kaust.edu.sa/bitstream/10754/689846/1/One-step%20Array%20integrations%20Cas9%20protein.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/689846/One-step%20Array%20integrations%20Cas9%20protein.pdf.txt,2023-03-02T08:30:07
"Conference Paper||Presentation","Compact sensor based on inversely designed ultrahigh RI metamaterial","Elizarov, Maxim S.||Fratalocchi, Andrea",,"Optica Publishing Group",10.1364/noma.2022.noth2d.2,http://hdl.handle.net/10754/689845,2022,"Elizarov, M. S., & Fratalocchi, A. (2022). Compact sensor based on inversely designed ultrahigh RI metamaterial. Optica Advanced Photonics Congress 2022. https://doi.org/10.1364/noma.2022.noth2d.2","We propose optical RI sensor with sensitivity of 350 nm/RIU for the micrometer footprint. It is based on artificial material which can emulate non-dispersive ultra-high refractive index (≈ 100) by geometrical deformation of reflective substrate.",,Published,,,2023-03-01T10:00:11
"Conference Paper","Seismic dataset-specific machine learning framework based on pre-training and fine-tuning","Alkhalifah, Tariq Ali||Harsuko, Randy",,"Society of Exploration Geophysicists and American Association of Petroleum Geologists",10.1190/image2022-3749944.1,http://hdl.handle.net/10754/689844,2022-08-15,"Alkhalifah, T., & Harsuko, R. (2022). Seismic dataset-specific machine learning framework based on pretraining and fine-tuning. Second International Meeting for Applied Geoscience & Energy. https://doi.org/10.1190/image2022-3749944.1","Every seismic dataset has its particular characteristics guided mainly by the properties of the subsurface, the data acquisition parameters (the survey), and the often unique noise conditions it experiences. Capturing such characteristics in a neural network model for the efficient application of processing tasks, like denoising, first arrival picking, velocity estimation, and so on, offer a more effective approach to incorporating machine learning in processing than training neural networks for specific tasks that may or may not transfer well to new data. We introduce a framework for seismic processing that allows us to pre-train a neural network to learn the features of a seismic dataset, and then fine-tune that network for any downstream processing task. We take advantage of the fact that most processing tasks utilize the same features embedded in the seismic dataset, and thus, these features can be stored in a common pre-trained network in a self-supervised manner, we refer to as StorSeismic. In this framework, we utilize a Bidirectional Encoder Representations from Transformers (BERT) model to promote pre-training for storing the features of a seismic dataset and then efficiently fine-tune it to adapt to a wide spectrum of seismic processing tasks. We apply this framework on field data, along with synthetically generated data, in the self-supervised pre-training step to store the seismic features. Then, we use the labeled synthetic data to fine-tune the pre-trained network in a supervised fashion to perform various seismic processing tasks, like denoising, low frequency extrapolation, first arrival picking, and velocity estimation, and finally obtain satisfactory inference results on the field data.",,Published,,,2023-03-01T09:50:09
"Conference Paper","UNSUPERVISED MULTI-TASK LEARNING FOR 3D SUBTOMOGRAM IMAGE ALIGNMENT, CLUSTERING AND SEGMENTATION","Zhu, Haoyi||Wang, Chuting||Wang, Yuanxin||Fan, Zhaoxin||Uddin, Mostofa Rafid||Gao, Xin||Zhang, Jing||Zeng, Xiangrui||Xu, Min",,IEEE,10.1109/ICIP46576.2022.9897919,http://hdl.handle.net/10754/689843,2022-10-18,"Zhu, H., Wang, C., Wang, Y., Fan, Z., Uddin, M. R., Gao, X., Zhang, J., Zeng, X., & Xu, M. (2022). Unsupervised Multi-Task Learning for 3D Subtomogram Image Alignment, Clustering and Segmentation. 2022 IEEE International Conference on Image Processing (ICIP). https://doi.org/10.1109/icip46576.2022.9897919","3D subtomogram image alignment, clustering, and segmentation are vital to macromolecular structure recognition in cryo-electron tomography (cryo-ET). However, acquiring ground-truth labels to train a unified deep learning model that can simultaneously deal with these tasks is unaffordable. To this end, we propose an end-to-end unified multi-task learning framework to simultaneously complete the three tasks, where models are trained in an unsupervised manner without using any labels. In particular, we have three parallel branches. In the alignment branch, we adopt a two-stage training scheme, i.e., self-supervised pretraining and constrained unsupervised training using our proposed skip correlation attention layer and constrained loss. Synchronously, in the clustering branch, the learned deep cluster features are utilized to iteratively cluster subtomograms into groups using pseudo-labels from an image-wise Gaussian Mixture Model (GMM). Meanwhile, in the segmentation branch, we use rough pseudo-labels generated from a voxel-wise GMM as supervision signals, and prior knowledge from humans is utilized to jointly learn how to correct these labels as well as predict reliable segmentation results. Benefiting from the end-to-end unified network architecture, our method achieves overall state-of-the-art performance on both simulated and real subtomogram processing benchmarks.",,Published,https://repository.kaust.edu.sa/bitstream/10754/689843/1/2021_Gum_Net_extension_icip_Haoyi_Zhu.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/689843/2021_Gum_Net_extension_icip_Haoyi_Zhu.pdf.txt,2023-03-01T09:50:09
